voter_id,dim1,dim2,dim3,priezvisko,meno,kand. listina,datum
880,-34.17047955383572,1.4940357849746506,-16.299081760922203,Kamenický,Ladislav,SMER – sociálna demokracia,1. pol. 2020
885,-35.30772011637079,0.5140807874503038,-17.612999209111237,Blaha,Ľuboš,SMER – sociálna demokracia,1. pol. 2020
910,16.529691957470895,-0.6190608751420841,8.849675447100655,Grendel,Gábor,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
912,17.40341671425091,-2.0684822030835566,8.901074612351854,Lukáč,Jozef,SME RODINA,1. pol. 2020
917,17.41487904717058,-1.323903989034828,9.647819367531856,Kollár,Boris,SME RODINA,1. pol. 2020
919,-30.796981775965207,-13.814688402477284,-20.917187701405116,Beluský,Martin,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
922,17.190354627097086,-1.7826953579159381,9.412970181521661,Krištúfková,Petra,SME RODINA,1. pol. 2020
923,17.455707988226102,-1.249295484237667,9.534303129736381,Pčolinský,Peter,SME RODINA,1. pol. 2020
924,17.257554054358845,-0.12115853351166063,9.776192617761177,Šebová,Zuzana,SME RODINA,1. pol. 2020
927,16.78097483661266,-1.4666003623801502,9.272747972236514,Goga,Ľudovít,SME RODINA,1. pol. 2020
928,17.212243240391327,-1.293465942368561,9.42273832661,Pčolinská,Adriana,SME RODINA,1. pol. 2020
940,-32.81039153077533,0.3744167673040722,-15.800973260046998,Tomáš,Erik,SMER – sociálna demokracia,1. pol. 2020
941,-32.154818612976776,3.317028546550709,-14.221355077055762,Saková,Denisa,SMER – sociálna demokracia,1. pol. 2020
944,-30.54120963205901,-13.924203810794344,-20.971925832858464,Kotleba,Marian,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
945,-31.027568711203916,-14.276131919421331,-21.107841978042504,Schlosár,Rastislav,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
952,-30.85850009521688,-13.781485992821445,-21.03876636593365,Medvecký,Andrej,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
954,-31.25246598319112,-13.877672648139912,-21.08110542361358,Mizík,Stanislav,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
955,-30.774136614742634,-14.033580137809343,-20.932752145366464,Krupa,Peter,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
967,14.78051537669126,13.111305725857903,9.037635653286829,Baránik,Alojz,Sloboda a Solidarita,1. pol. 2020
969,15.693192582119345,11.897106449000443,9.678536693084181,Zemanová,Anna,Sloboda a Solidarita,1. pol. 2020
974,-34.090348102484796,-0.6416014948236791,-16.36840299867802,Nemky,Martin,SMER – sociálna demokracia,1. pol. 2020
975,-30.94305975668369,-13.83259397362856,-20.957139481968404,Mazurek,Milan,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
976,13.412912056276184,11.932363774354888,8.347488672831293,Bittó Cigániková,Jana,Sloboda a Solidarita,1. pol. 2020
991,15.276874162028324,11.193867476496463,9.310679196793505,Viskupič,Marián,Sloboda a Solidarita,1. pol. 2020
995,17.48293424648376,-1.365723579769218,8.635938499925693,Andrejuvová,Anna,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
996,15.692295245072314,10.943614108289701,9.24888881455523,Benčík,Ján,ZA ĽUDÍ,1. pol. 2020
997,-30.989687962971324,-3.3868635401339824,-14.68320708280332,Blcháč,Ján,SMER – sociálna demokracia,1. pol. 2020
998,15.54101537867426,-2.30093199270437,8.491090974074522,Borguľa,Martin,SME RODINA,1. pol. 2020
999,17.42431155960286,1.37829537294513,8.798983376484383,Brisudová,Martina,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1000,17.269575366580902,-0.8084916614709199,8.640572184337698,Bubnár,Jozef,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1001,15.371288077533189,12.478979164444397,9.636068314978571,Cmorej,Peter,Sloboda a Solidarita,1. pol. 2020
1003,13.420054141254248,-3.501385041364877,6.661086665174812,Čepček,Martin,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1004,17.18337781718389,-1.3181806086853047,8.247127283535571,Dobeš,Peter,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1005,17.261421956968658,-1.6033278045271464,8.336680413092035,Drábiková,Lucia,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1006,17.440304324623774,-0.6220479035982165,9.572513777110771,Drdul,Dominik,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1007,-30.802440896999858,-13.75395704126623,-20.964761054197364,Ďurica,Ondrej,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
1008,-31.45398355838279,0.8544041580253106,-14.485686469452347,Ferenčák,Ján,SMER – sociálna demokracia,1. pol. 2020
1009,-32.8856613270038,3.061685495122248,-15.512899220342687,Habánik,Jozef,SMER – sociálna demokracia,1. pol. 2020
1010,17.01704240709097,-0.4698803585186843,8.661581243139159,Hajšelová,Petra,SME RODINA,1. pol. 2020
1011,17.290752193149096,0.293702192431235,8.747974995059534,Halák,Róbert,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1012,17.265674347459036,-1.3530001182931637,8.22702639618987,Hatráková,Katarína,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1013,15.864539510824734,11.0288972236861,9.348956649894026,Hattas,Marek,ZA ĽUDÍ,1. pol. 2020
1014,17.754960619069397,-0.16621319257660871,9.070003908726937,Herák,Ján,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1016,17.676116973279775,1.3017240488511987,9.17732112318827,Hus,Igor,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1017,17.787265212210055,-0.6139421359394025,9.134621556629282,Karahuta,Jaroslav,SME RODINA,1. pol. 2020
1018,17.407506716579704,-1.2112588961090653,9.500363603568825,Kašper,Igor,SME RODINA,1. pol. 2020
1019,-33.65213040516802,-0.9986875429836168,-17.205916881387424,Zahorčák,Viliam,SMER – sociálna demokracia,1. pol. 2020
1020,17.520629298617013,-1.2726473640371692,8.698535723213043,Kavecká,Monika,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1021,16.957762303547018,-0.8641069503180393,8.383678812089416,Kerekréti,Ján,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1023,-32.36948846306191,1.0896777211062825,-15.097021760203356,Kmec,Peter,SMER – sociálna demokracia,1. pol. 2020
1024,-30.70539572496381,-13.764331733796137,-20.86534616844056,Kočiš,Eduard,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
1026,16.46983760844729,10.27502347124294,9.670979430461555,Kollár,Miroslav,ZA ĽUDÍ,1. pol. 2020
1027,-29.618050797770845,-13.75016189346533,-20.383555933326313,Kotleba,Marek,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
1028,17.2303807085907,1.9674418011286028,8.753728988392352,Kozelová,Monika,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1029,17.059032315739973,-1.2378639678752594,9.441828454143218,Krajčír,Ľuboš,SME RODINA,1. pol. 2020
1030,17.25717134047146,0.050411197589431654,8.862946650311459,Kremský,Peter,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1031,17.148112757478586,1.0045680357175426,8.78930549268021,Krošlák,Ján,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1032,17.355968971447254,0.5417350631501904,8.823037948485043,Krúpa,Juraj,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1033,17.601225698500915,-0.6153107472884973,9.012997510162657,Kučera,Karol,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1034,-31.692397534638868,-14.773584353650714,-19.494457181176028,Kuffa,Filip,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
1035,16.93415383224488,-1.8270418734487683,8.135845641991509,Kuriak,Milan,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1037,16.17267620707172,11.108312473445272,10.253099907063401,Ledecký,Vladimír,ZA ĽUDÍ,1. pol. 2020
1038,16.88075176479885,-1.1385171097994033,8.227277904257145,Liba,Peter,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1039,17.436413639631006,-0.7174075617219966,9.029639800257064,Linhart,Patrick,SME RODINA,1. pol. 2020
1041,17.146826874135453,0.09758189148234775,8.669996826051074,Majorová Garstková,Jana,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1042,15.965077403212929,10.29007190821593,9.640140435585314,Marcinková,Vladimíra,ZA ĽUDÍ,1. pol. 2020
1043,17.3930913731055,0.9199744242423936,8.71928325695998,Mierna,Anna,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1044,17.551799459456987,-1.0896637832217717,8.71982852282425,Mihalik,Marcel,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1048,17.682519293348005,-0.4811373752276051,8.991923151332173,Ňarjaš,Erik,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1050,17.451476607037737,-1.404206197160888,9.534912223374368,Péter,Monika,SME RODINA,1. pol. 2020
1051,17.274927415484953,-1.4890359865412652,8.326271399493214,Pleštinská,Zita,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1053,17.21827756731885,-1.4534680089738106,8.328006775194721,Potocký,Milan,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1054,16.79499391840965,-0.6747732079673251,8.475680135852384,Pročko,Jozef,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1055,17.12777797441064,-0.48232369783931045,8.840231552217244,Remiášová,Anna,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1056,17.57901313205176,0.8763373780157695,8.871188904252653,Stančík,Andrej,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1058,-34.11269468783835,1.2699475931564606,-15.812534074529191,Stredák,Anton,SMER – sociálna demokracia,1. pol. 2020
1059,-31.066884897880488,-14.017270134618366,-21.020924400940427,Sulanová,Magdaléna,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
1060,17.270389163100635,-1.3315365487069426,9.456494946558356,Svrček,Miloš,SME RODINA,1. pol. 2020
1061,17.592509644062194,-0.5534156154324245,9.05327833888703,Szőllős,Ján,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1062,15.824889951463671,6.985136160787396,9.669157289707417,Šeliga,Juraj,ZA ĽUDÍ,1. pol. 2020
1063,17.45576441450429,-1.202801980381493,8.999146065549576,Šíbl,Jaromír,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1064,-31.341207819523905,-14.519990397936155,-21.081723332883122,Šimko,Jozef,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
1065,17.486514604393477,-0.8053276698060603,8.918139365037657,Šipoš,Michal,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1066,17.1771952977758,1.7708211011825863,8.567011311954236,Šofranko,Mária,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1067,15.683293879449728,-0.6771037186557752,7.86047361509329,Šudík,Tomáš,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1069,-36.157449999258674,0.27403349972782487,-17.594762736671438,Šutaj Eštok,Matúš,SMER – sociálna demokracia,1. pol. 2020
1070,17.561502679191616,-0.10128055837749897,9.190967365950193,Tabák,Romana,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1071,-33.689743996661456,1.6301361071911817,-15.740933046383239,Takáč,Richard,SMER – sociálna demokracia,1. pol. 2020
1072,-32.06787092127227,-6.254046199107718,-18.494089668803454,Taraba,Tomáš,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
1073,-32.56010448286688,-12.930476748876115,-20.75805252468494,Urban,Miroslav,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
1075,16.72525264394566,8.984588119304442,9.797087135842752,Valášek,Tomáš,ZA ĽUDÍ,1. pol. 2020
1076,17.145041679670506,2.712573195676948,8.728209708029905,Vaňová,Jarmila,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1078,15.567772962168235,7.691367171889095,9.072549783914079,Vetrák,Milan,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1079,17.48403475919289,-1.2787559824043382,8.682434267776005,Vons,Peter,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1080,17.74307284157115,1.592642290969092,9.195418418757281,Čekovský,Kristián,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1081,-32.32258797937049,1.5155515232132717,-14.840530566399094,Laššáková,Ľubica,SMER – sociálna demokracia,1. pol. 2020
1083,-30.792075208398387,-13.76635484022722,-21.02552139042174,Suja,Miroslav,Kotlebovci - Ľudová strana Naše Slovensko,1. pol. 2020
1084,16.51290655488826,9.63604826974239,9.405824789022192,Halgašová,Jarmila,Sloboda a Solidarita,1. pol. 2020
1085,16.49214692499136,9.69846261773951,9.573611866064628,Lehotský,Tomáš,ZA ĽUDÍ,1. pol. 2020
1088,17.250193520340545,-1.1640005083160312,8.642022543907899,Pollák,Peter,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1089,17.27201495107754,-2.099347674819343,9.129928268447134,Marcinčin,Radovan,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1090,16.98786197905513,-1.723556102583454,8.30728051468458,Šefčík,Marek,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1091,17.20579994627514,-3.5898305514344253,8.815206731391452,Gyimesi,György,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1092,17.490074048522676,-0.3454524004320534,8.939876740999988,Nemec,Richard,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1093,17.225217526080648,-1.1182819294303668,8.69234636994372,Kozarec,Sebastián,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1094,17.20344524687041,-1.7431653590357084,8.720537817134545,Tóth,Vojtech,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1095,16.735650260635577,0.11745444554811645,8.563345590794182,Zajačik,Vladimír,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1096,17.172815946870152,-1.4084024924665746,9.304257746750443,Hlinka,Jozef,SME RODINA,1. pol. 2020
1097,17.228195951396923,-1.3070077608631017,9.366274087561106,Hudecová,Eva,SME RODINA,1. pol. 2020
1098,16.260007777387102,11.095492159209606,9.750224651090297,Žiak,Miroslav,Sloboda a Solidarita,1. pol. 2020
1099,15.432602787664012,10.066100057416202,9.775673851938084,Antal,Marek,ZA ĽUDÍ,1. pol. 2020
1100,16.408741054033257,8.456775038979156,9.42128948426388,Pivková,Alexandra,ZA ĽUDÍ,1. pol. 2020
1101,17.200471333660378,-0.686747130636751,8.775648129745404,Cseh,Peter,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1102,16.43479563637651,12.158364442494904,10.156588134193731,Foltin,Roman,Sloboda a Solidarita,1. pol. 2020
1103,15.189700067343367,11.17729000901789,9.21524858937819,Sloboda,Radovan,Sloboda a Solidarita,1. pol. 2020
1104,15.44915051964112,11.926681522877942,9.424770398998028,Kazda,Radovan,Sloboda a Solidarita,1. pol. 2020
1105,17.30116711736966,3.838194131101702,9.06195787776238,Leščáková,Viera,ZA ĽUDÍ,1. pol. 2020
1106,17.56221308324547,1.097950613518748,9.019900387456014,Jílek,Rastislav,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1. pol. 2020
1107,16.821097015585483,1.8141306408886904,7.4581046750626045,Šuteková,Miriam,ZA ĽUDÍ,1. pol. 2020
1108,16.678289609297316,10.373149254710176,8.671792044680496,Letanovská,Andrea,ZA ĽUDÍ,1. pol. 2020
36,-34.63123312493505,-1.1518721147354178,-17.317053012111387,Faič,Vladimír,SMER – sociálna demokracia,2. pol. 2020
40,-35.099619463965915,7.3983741745337985,-16.93470463515445,Fico,Robert,SMER – sociálna demokracia,2. pol. 2020
61,-34.52645858919925,5.960567591527573,-16.775319461085903,Jarjabek,Dušan,SMER – sociálna demokracia,2. pol. 2020
100,16.123907264415294,10.562264833935984,9.317920436749164,Osuský,Peter,Sloboda a Solidarita,2. pol. 2020
147,17.74044841988568,-5.874836628250704,8.975854559164837,Záborská,Anna,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",2. pol. 2020
233,-33.346880308172025,6.956779565837769,-15.978962412152583,Baška,Jaroslav,SMER – sociálna demokracia,2. pol. 2020
238,-32.723578664695275,-2.7546838565902503,-16.38658566882944,Blanár,Juraj,SMER – sociálna demokracia,2. pol. 2020
275,-33.82777531436846,6.953676879464554,-17.08731876447673,Kondrót,Maroš,SMER – sociálna demokracia,2. pol. 2020
293,-33.166637975709264,7.730395218125231,-16.306514104860916,Vážny,Ľubomír,SMER – sociálna demokracia,2. pol. 2020
322,-35.0608306442036,6.389515048619362,-16.976584778853972,Muňko,Dušan,SMER – sociálna demokracia,2. pol. 2020
656,-33.414340971999486,5.2711100986842245,-17.093106548000538,Galis,Dušan,SMER – sociálna demokracia,2. pol. 2020
668,-35.88453519911441,6.983483120985368,-17.189376998511502,Kubánek,Stanislav,SMER – sociálna demokracia,2. pol. 2020
682,-33.072428728708054,-1.538965859716766,-16.459257853635798,Pellegrini,Peter,SMER – sociálna demokracia,2. pol. 2020
683,-32.541371092419524,9.401093272975848,-16.8161960291389,Petrák,Ľubomír,SMER – sociálna demokracia,2. pol. 2020
685,-28.46523586399317,-10.494701402044486,-14.983396999230193,Podmanický,Ján,SMER – sociálna demokracia,2. pol. 2020
689,-34.42605863190292,3.8085737726875073,-17.254728738742543,Richter,Ján,SMER – sociálna demokracia,2. pol. 2020
691,-33.61945282093926,-0.9938641848687754,-16.712728256150196,Žiga,Peter,SMER – sociálna demokracia,2. pol. 2020
705,-35.07281822295633,7.173896191976352,-17.38878197277002,Valocký,Jozef,SMER – sociálna demokracia,2. pol. 2020
732,-33.922520509413104,2.281061830528403,-16.96432062753208,Vaľová,Jana,SMER – sociálna demokracia,2. pol. 2020
761,-31.3715473725929,-2.0782473292486165,-15.546111375174492,Raši,Richard,SMER – sociálna demokracia,2. pol. 2020
762,-34.5956045323123,-0.2903421899682368,-17.54843801668555,Saloň,Marián,SMER – sociálna demokracia,2. pol. 2020
769,-34.92902112016468,6.379443243741347,-16.75035769921189,Šuca,Peter,SMER – sociálna demokracia,2. pol. 2020
776,17.71294174069922,-3.2428062650748344,9.614448440138812,Žitňanská,Jana,ZA ĽUDÍ,2. pol. 2020
779,16.00611421764127,11.03767796576851,9.185813263495795,Dostál,Ondrej,Sloboda a Solidarita,2. pol. 2020
847,11.809103007420063,9.865120465572652,7.031091495580659,Laurenčík,Milan,Sloboda a Solidarita,2. pol. 2020
858,-26.920617126119666,-11.49579419061314,-14.923972560269174,Kuffa,Štefan,Kotlebovci - Ľudová strana Naše Slovensko,2. pol. 2020
860,17.631675611128664,-4.144541822464758,9.480924254045165,Horváthová,Eva,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",2. pol. 2020
861,17.339656561914506,-5.095076619691237,9.169374384138521,Vašečka,Richard,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",2. pol. 2020
871,-35.13977169024301,2.6569111083683814,-18.759138552457664,Baláž,Vladimír,SMER – sociálna demokracia,2. pol. 2020
873,-31.689682898855057,-5.695811274796184,-15.877821635205162,Kéry,Marián,SMER – sociálna demokracia,2. pol. 2020
877,-34.22996325608297,6.742773957715138,-16.66855266195293,Susko,Boris,SMER – sociálna demokracia,2. pol. 2020
879,-30.84345475315888,-0.7138658977255846,-15.033173486794851,Puci,Róbert,SMER – sociálna demokracia,2. pol. 2020
880,-34.80483574062834,7.050310705302969,-16.881862851844613,Kamenický,Ladislav,SMER – sociálna demokracia,2. pol. 2020
885,-33.89141957795406,8.795840507220131,-16.386889511061735,Blaha,Ľuboš,SMER – sociálna demokracia,2. pol. 2020
910,17.85705037592784,-4.423487483432457,10.231049799095446,Grendel,Gábor,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",2. pol. 2020
912,17.758111559853592,-4.86491786221399,9.743290712786902,Lukáč,Jozef,SME RODINA,2. pol. 2020
917,17.55169426663345,-6.004127920000328,9.575676489585977,Kollár,Boris,SME RODINA,2. pol. 2020
919,-30.387932752024533,-4.773841554168557,-21.04136810575087,Beluský,Martin,Kotlebovci - Ľudová strana Naše Slovensko,2. pol. 2020
922,17.68784738247955,-4.72188317840667,10.006751963506545,Krištúfková,Petra,SME RODINA,2. pol. 2020
923,17.618487693344413,-4.279423581684408,10.063368789939785,Pčolinský,Peter,SME RODINA,2. pol. 2020
924,16.1099207455658,7.998097692677745,9.697091075999433,Šebová,Zuzana,SME RODINA,2. pol. 2020
927,17.584322396727234,-4.60274097044433,9.878202929947387,Goga,Ľudovít,SME RODINA,2. pol. 2020
928,17.559399923121873,0.769006356936813,10.065427586115142,Pčolinská,Adriana,SME RODINA,2. pol. 2020
940,-33.35046273400079,-1.2562876580825393,-16.823979223900615,Tomáš,Erik,SMER – sociálna demokracia,2. pol. 2020
941,-33.264664454501485,0.3198990264960062,-16.93089331611753,Saková,Denisa,SMER – sociálna demokracia,2. pol. 2020
944,-30.426594456103764,-10.192650559228559,-21.291028336308372,Kotleba,Marian,Kotlebovci - Ľudová strana Naše Slovensko,2. pol. 2020
945,-30.77429598460316,-9.969323572006022,-21.323209338686123,Schlosár,Rastislav,Kotlebovci - Ľudová strana Naše Slovensko,2. pol. 2020
952,-31.042656840673082,-4.826769634109124,-20.854598879082737,Medvecký,Andrej,Kotlebovci - Ľudová strana Naše Slovensko,2. pol. 2020
954,-30.238694910965517,-4.9215693001108445,-20.966299048284007,Mizík,Stanislav,Kotlebovci - Ľudová strana Naše Slovensko,2. pol. 2020
955,-30.148557577893012,-10.22884574797219,-21.06616648889205,Krupa,Peter,Kotlebovci - Ľudová strana Naše Slovensko,2. pol. 2020
967,16.786066849579885,11.354546011787047,9.53292882466206,Baránik,Alojz,Sloboda a Solidarita,2. pol. 2020
969,17.188339026357834,8.28524203618689,10.070872116268111,Zemanová,Anna,Sloboda a Solidarita,2. pol. 2020
974,-32.55903596492561,1.2512646345053917,-16.17532107889433,Nemky,Martin,SMER – sociálna demokracia,2. pol. 2020
975,-30.355977281370425,-5.115886349666389,-20.924718165771317,Mazurek,Milan,Kotlebovci - Ľudová strana Naše Slovensko,2. pol. 2020
976,14.844985141199592,12.454613519248447,8.57459049644102,Bittó Cigániková,Jana,Sloboda a Solidarita,2. pol. 2020
991,15.815510143728213,10.598036731923948,9.203664201649794,Viskupič,Marián,Sloboda a Solidarita,2. pol. 2020
995,17.844238699669518,-4.6768232046328615,9.494554172285088,Andrejuvová,Anna,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",2. pol. 2020
996,15.887607532103965,9.87544308671512,9.141828784438493,Benčík,Ján,ZA ĽUDÍ,2. pol. 2020
997,-32.47908146247666,-2.7183649589372516,-16.23070176305743,Blcháč,Ján,SMER – sociálna demokracia,2. pol. 2020
998,16.70037872041766,-5.024095954881173,9.430911136787392,Borguľa,Martin,SME RODINA,2. pol. 2020
